county,state,crime rate/100000
Shelby County,MO,161.8908855
Gem County,ID,161.8122977
Okfuskee County,OK,161.5900461
Denton County,TX,161.49857509999998
Atascosa County,TX,161.3827957
Outagamie County,WI,161.3573983
Oktibbeha County,MS,161.0831311
Buchanan County,VA,161.03742
Jasper County,IA,161.0218062
Baraga County,MI,161.0120759
Beckham County,OK,160.76490249999998
Daviess County,IN,160.4591601
Nassau County,FL,159.8203672
Crow Wing County,MN,159.7899
Caldwell County,NC,159.7755824
Eau Claire County,WI,159.7034642
Delaware County,IA,159.6897456
Roanoke County,VA,159.3173945
Fairfield County,OH,159.20250959999998
Ritchie County,WV,158.8404646
Summit County,UT,158.49919450000002
Gloucester County,NJ,158.4758755
Lapeer County,MI,158.39075
Dade County,MO,158.3531275
Jackson County,IA,158.2682391
Piatt County,IL,158.2182194
Ontonagon County,MI,158.1777918
Steuben County,NY,158.13482009999998
Buckingham County,VA,157.5630252
Alger County,MI,157.52993069999997
Valley County,MT,157.2739187
Washington County,OR,157.11824950000002
Chippewa County,MN,157.1156868
Borden County,TX,156.9858713
Ferry County,WA,156.94480769999998
Lincoln County,WI,156.88188540000002
Chelan County,WA,156.826693
Madison County,GA,156.8236091
Foard County,TX,156.61707130000002
Bleckley County,GA,156.60480780000003
Mifflin County,PA,156.5985928
Long County,GA,156.400385
Iron County,MI,156.30427230000004
Fayette County,OH,156.25
Trinity County,CA,156.1570494
Liberty County,FL,155.70727030000003
Barry County,MI,155.6762611
Greenwood County,KS,155.66625159999998
Bolivar County,MS,155.65802230000003
Chatham County,NC,155.6490115
Westmoreland County,PA,155.6132514
Fisher County,TX,155.60165980000002
Bennington County,VT,155.4870564
West Feliciana Parish,LA,155.4001554
Pitkin County,CO,155.3599171
Nez Perce County,ID,155.3300764
Rutherford County,NC,155.3258857
Rockland County,NY,155.1870815
Arenac County,MI,154.9686834
Talbot County,GA,154.8946716
Meagher County,MT,154.8786784
Summers County,WV,154.8330015
Genesee County,NY,154.74148080000003
Ulster County,NY,154.69784199999998
Johnston County,OK,154.6860783
Prowers County,CO,154.5846554
Rawlins County,KS,154.4998069
Hall County,TX,154.3686323
Haines Borough,AK,154.3209877
Grady County,GA,154.2843579
Antrim County,MI,154.04364569999998
Dixon County,NE,153.8198599
Monona County,IA,153.49194169999998
Hardin County,TX,153.38253600000002
Twiggs County,GA,153.28381090000002
Clarion County,PA,153.2371345
Houston County,TX,152.76504740000001
Delta County,TX,152.7300496
Rio Grande County,CO,152.50360080000002
Oceana County,MI,152.40998290000002
Moniteau County,MO,152.40030480000001
Bertie County,NC,152.37907980000003
Santa Rosa County,FL,152.08322990000002
Limestone County,AL,151.9500253
Orange County,NC,151.76128590000002
Currituck County,NC,151.6642072
Spink County,SD,151.2859304
Sullivan County,NH,151.2190583
Lake County,IL,151.0627736
Union County,IA,150.9973774
DeSoto County,MS,150.9747979
Burlington County,NJ,150.83023169999998
Lincoln County,ID,150.5174036
Montgomery County,MO,150.43877980000002
Paulding County,GA,150.3912896
McLeod County,MN,150.34244669999998
Kerr County,TX,150.14113269999999
Jay County,IN,150.02344119999998
Marshall County,KS,149.970006
Latah County,ID,149.692736
Jackson County,KS,149.6333982
Johnson County,KS,149.2239824
Orleans County,NY,149.1653842
Simpson County,MS,149.0909091
Jackson County,GA,149.0727999
Grant County,IN,149.00326940000002
Southampton County,VA,148.940865
Judith Basin County,MT,148.80952380000002
McPherson County,KS,148.80449119999997
Pennington County,MN,148.74628130000002
Culpeper County,VA,148.43524509999997
Concho County,TX,148.40465
Shelby County,OH,148.3981135
Union County,OR,148.13659750000002
Bingham County,ID,147.93552659999997
Dickinson County,KS,147.8912744
Brazoria County,TX,147.7704229
Todd County,MN,147.64990569999998
Gasconade County,MO,147.6410979
Collin County,TX,147.640674
Marion County,IA,147.3595573
Pend Oreille County,WA,147.33250619999998
Young County,TX,147.21116619999998
Iowa County,IA,146.96876909999997
Grant County,WI,146.8601304
Prince William County,VA,146.8375211
Perry County,MO,146.8120805
Jefferson County,PA,146.77756530000002
Chittenden County,VT,146.69466819999997
Washburn County,WI,146.627566
Brunswick County,NC,146.5728831
Jackson County,CO,146.5201465
Columbia County,WI,146.505922
Fulton County,AR,146.2938882
Wise County,TX,146.04768700000002
Bradford County,PA,146.02991210000002
Columbia County,OR,145.9143969
Transylvania County,NC,145.8833541
Greer County,OK,145.8434614
Gibson County,IN,145.7812686
Cassia County,ID,145.7288586
Charlevoix County,MI,145.4322783
Smyth County,VA,145.3304688
Madison County,TX,145.1273492
Logan County,KY,145.11087959999998
Colfax County,NM,145.10462809999999
Grundy County,MO,144.85755669999998
Sabine County,TX,144.7736705
Mason County,KY,144.69267280000003
Dallas County,IA,144.69259519999997
Monroe County,GA,144.5300919
San Juan County,CO,144.5086705
Caledonia County,VT,144.4298232
Hot Springs County,WY,144.4192284
Jefferson Davis Parish,LA,143.7653749
Erath County,TX,143.7288819
York County,ME,143.4079957
Umatilla County,OR,143.37851930000002
Choctaw County,MS,143.35204869999998
Williamson County,TX,143.0955343
Greensville County,VA,143.025408
Ellis County,TX,142.9707134
Potter County,PA,142.8816369
Morgan County,WV,142.87347130000003
Story County,IA,142.84786699999998
Jo Daviess County,IL,142.8125139
Benton County,MN,142.8061407
Lemhi County,ID,142.63485480000003
Stafford County,VA,142.5563646
Power County,ID,142.5055059
Pontotoc County,MS,142.4086481
Island County,WA,142.130176
Goodhue County,MN,142.0454545
Sumter County,FL,141.9817666
Saline County,MO,141.9232754
Wabaunsee County,KS,141.82385480000002
Louisa County,IA,141.8188264
Rock County,NE,141.74344440000002
Hopkins County,KY,141.5276408
Wasco County,OR,141.3039212
Androscoggin County,ME,141.25868930000001
Morrow County,OR,141.1432604
Johnson County,MO,141.097999
Suffolk County,NY,141.09131059999999
Fulton County,KY,140.9553641
Habersham County,GA,140.8775982
Chautauqua County,KS,140.7657658
Charles Mix County,SD,140.6774159
Stephens County,TX,140.586136
Gratiot County,MI,140.58330159999997
Bailey County,TX,140.56789430000003
Kiowa County,CO,140.54813769999998
Harrison County,KY,140.4039313
Franklin County,PA,140.05325969999998
Clearwater County,ID,139.9090591
Orleans County,VT,139.8652876
Bell County,KY,139.8601399
Boone County,KY,139.8241751
Burleson County,TX,139.7868251
Aitkin County,MN,139.75352560000002
Scioto County,OH,139.4700139
St. John the Baptist Parish,LA,139.39352390000002
Sauk County,WI,139.3242773
Towns County,GA,139.2628354
Latimer County,OK,139.21113689999999
Lee County,VA,138.9716101
Graves County,KY,138.8480948
Woodford County,KY,138.47675569999998
Wayne County,NY,138.41878169999998
Archer County,TX,138.2329225
St. Charles County,MO,138.1544599
Bureau County,IL,138.0079868
Anoka County,MN,137.83597519999998
Val Verde County,TX,137.7948707
Hardin County,IA,137.6067886
Ontario County,NY,137.4847621
Isle of Wight County,VA,137.4242764
Allegany County,NY,137.1884679
Cheshire County,NH,137.0578253
Lorain County,OH,137.0419414
Delaware County,NY,136.9804375
Benton County,IN,136.8769248
Clark County,KS,136.79890559999998
Cass County,MI,136.7751878
Greene County,NC,136.5862849
Idaho County,ID,136.5103003
Manitowoc County,WI,136.3850522
Coal County,OK,136.3558889
Red River County,TX,136.3271852
Hale County,AL,136.3105284
Calhoun County,FL,136.2212233
Bollinger County,MO,136.1088871
Reeves County,TX,136.0544218
Charlton County,GA,135.79781210000002
Baca County,CO,135.7957632
Arlington County,VA,135.6122113
Darke County,OH,135.558271
Avery County,NC,135.4937052
Rice County,MN,135.2826331
Clay County,MN,135.1774616
Douglas County,OR,134.65494669999998
Pike County,IN,134.0376882
Goliad County,TX,133.9584729
Walthall County,MS,133.949501
Dunn County,WI,133.72013959999998
Roger Mills County,OK,133.5826877
Washington County,ME,133.5818577
Lamar County,AL,133.4644563
Love County,OK,133.4428249
Ohio County,KY,133.4000334
Montague County,TX,133.3128237
Sitka City and Borough,AK,133.037694
Otsego County,NY,132.9377624
Trigg County,KY,132.93220459999998
Cumberland County,ME,132.7700241
Knox County,TX,132.73161670000002
Ionia County,MI,132.66118329999998
Carlton County,MN,132.5437112
Lawrence County,SD,132.4769169
Alcona County,MI,132.3501607
Itawamba County,MS,132.28642140000002
Vermillion County,IN,132.2584708
Rio Blanco County,CO,132.2168356
McCulloch County,TX,132.0528211
Trinity County,TX,132.0086153
Sanders County,MT,132.00739240000001
Somerset County,PA,131.9916362
Rusk County,WI,131.9902744
Lincoln County,NC,131.6779533
Williamsburg city,VA,131.52702879999998
Chippewa County,WI,131.4705696
Holt County,MO,131.3485114
Osborne County,KS,130.9586171
Cortland County,NY,130.6762496
Griggs County,ND,130.66202090000002
Clinton County,MI,130.3118362
Clark County,MO,130.2460203
Manassas Park city,VA,130.0390117
Watauga County,NC,129.8403727
Ramsey County,ND,129.8251688
Washington County,VT,129.8066387
Lee County,AR,129.80529209999997
Moffat County,CO,129.74128059999998
Williamson County,TN,129.7127717
Merrimack County,NH,129.38460600000002
Highland County,OH,129.333241
Lawrence County,AR,129.3280818
Nelson County,ND,129.2407108
Tucker County,WV,129.16188290000002
Summit County,CO,129.1493595
Calumet County,WI,128.98804850000002
Shelby County,KY,128.9126108
Pondera County,MT,128.8037353
Campbell County,WY,128.6947858
Hood County,TX,128.53227479999998
Dawson County,NE,128.0621308
Venango County,PA,127.99821920000001
Nemaha County,KS,127.9401634
Franklin County,ME,127.88981799999999
Huntington County,IN,127.7486342
Susquehanna County,PA,127.7018399
Lewis County,WV,127.6440554
Wallace County,KS,127.46972590000001
Calloway County,KY,127.46634089999999
Frio County,TX,127.31801829999999
Columbia County,PA,127.2512239
Prince Edward County,VA,127.18182620000002
Calvert County,MD,127.0942929
San Juan County,UT,126.8950778
Howard County,MO,126.7427123
Emmet County,MI,126.7350634
Clinton County,IL,126.6256892
Wheeler County,GA,126.43823490000001
Yamhill County,OR,126.0858774
Ida County,IA,126.0327685
Chesterfield County,VA,126.0126013
Page County,VA,125.9392973
Somerset County,ME,125.71074920000001
Decatur County,IN,125.5851125
Bayfield County,WI,125.3628926
Big Horn County,WY,125.0625313
Randolph County,GA,125.05210500000001
Las Animas County,CO,124.6019659
Iberia Parish,LA,124.52962990000002
Huron County,MI,124.1310824
Irion County,TX,124.06947890000001
Sullivan County,MO,124.06947890000001
Park County,CO,124.0617828
Dewey County,OK,123.86457469999999
York County,VA,123.73809779999999
Pike County,PA,123.6945804
Kent County,RI,123.61014329999999
Jackson County,TX,123.36371740000001
Kendall County,IL,123.16921940000002
Wood County,TX,122.9140075
Caroline County,VA,122.8752816
Fulton County,PA,122.6993865
Clinton County,PA,122.6410372
Christian County,IL,122.4561199
Henry County,IL,122.3425592
Yoakum County,TX,122.18963829999998
Garfield County,CO,122.15978500000001
Marshall County,KY,122.1589996
Washington County,NY,122.0420649
Wilkin County,MN,122.00701540000001
Morris County,KS,121.9299774
Jefferson County,WI,121.8805098
Marathon County,WI,121.84675370000001
Tyrrell County,NC,121.6841081
Montgomery County,VA,121.6127725
Grafton County,NH,121.61242460000001
Midland County,MI,121.5457763
Essex County,NY,121.2527733
Livingston County,MO,121.0409522
Louisa County,VA,120.7836206
Wyoming County,NY,120.3919963
Nodaway County,MO,120.3731568
Lincoln County,ME,120.2769303
Wayne County,PA,120.27624740000002
Whitley County,KY,120.2259129
Washington County,VA,120.20325279999999
Ballard County,KY,120.0192031
Evans County,GA,120.0036924
Ellis County,OK,119.9040767
Patrick County,VA,119.77351920000001
Alfalfa County,OK,119.71951429999999
Baxter County,AR,119.63766880000001
Sublette County,WY,119.51000900000001
Dakota County,NE,119.3488328
Worth County,IA,119.3475666
Hood River County,OR,119.0738699
Grant County,WV,119.05774299999999
Clay County,WV,118.99610559999999
Pulaski County,KY,118.9228097
Clarke County,VA,118.48341229999998
Callahan County,TX,118.2994455
Minidoka County,ID,118.2732111
Niobrara County,WY,118.0637544
Rockingham County,NH,118.00731440000001
Seminole County,OK,117.98945959999999
Hand County,SD,117.959304
Schley County,GA,117.90135590000001
Linn County,OR,117.87984679999998
Camden County,NC,117.79719250000001
Augusta County,VA,117.70754409999999
Campbell County,VA,117.67900790000002
Albany County,WY,117.57789540000002
Walworth County,WI,117.53849140000001
Oconee County,GA,117.5260761
Dakota County,MN,117.5004712
Wetzel County,WV,117.2549988
Major County,OK,117.14174150000001
Shenandoah County,VA,117.1399119
Bullitt County,KY,117.1051604
Winston County,MS,117.09601869999999
Pacific County,WA,117.0845936
Meeker County,MN,116.78705829999998
Custer County,CO,116.68611440000001
Wilkinson County,GA,116.6242578
Greene County,OH,116.4187152
Starke County,IN,116.39436129999999
Freeborn County,MN,116.3241567
Miami County,IN,116.21472050000001
Jefferson County,WV,116.20939479999998
Barren County,KY,116.20610309999999
Hancock County,OH,116.13635459999999
Fremont County,ID,116.03620330000001
Nobles County,MN,115.64972009999998
Sherman County,OR,115.54015020000001
Hardin County,KY,115.5364125
Chickasaw County,MS,115.53347579999999
Skamania County,WA,115.3095618
Waseca County,MN,115.1953084
Craig County,VA,115.16314779999999
Chenango County,NY,115.1445367
Montgomery County,IA,115.11895630000001
Klickitat County,WA,115.0196492
Bourbon County,KY,115.01150120000001
Cerro Gordo County,IA,114.74469309999999
Marshall County,IN,114.6277781
Parker County,TX,114.4805548
Harrison County,MO,114.4033863
Mason County,WV,114.2815011
Montgomery County,NY,114.23532479999999
Lincoln County,AR,114.0332122
Franklin County,IA,113.76564280000001
Schuyler County,NY,113.75948000000001
Oxford County,ME,113.4835973
Santa Cruz County,AZ,113.3253507
Harris County,GA,113.278021
Butler County,PA,113.2221959
Tioga County,PA,113.0395874
Stevens County,MN,112.99435030000001
Missaukee County,MI,112.9493057
Jefferson County,MT,112.9256428
New Kent County,VA,112.7800277
Faribault County,MN,112.74751599999999
Kittitas County,WA,112.53441880000001
Douglas County,NV,112.48355190000001
Windsor County,VT,112.36556259999999
Adams County,WI,112.3046875
Adams County,PA,112.2643925
Nelson County,KY,112.2586439
Macon County,NC,112.2367605
Pickaway County,OH,111.8925831
Nemaha County,NE,111.77867820000002
Daniels County,MT,111.6694584
Bandera County,TX,111.64506580000001
Hanover County,VA,111.51682620000001
Cheyenne County,KS,111.3585746
Carter County,MO,111.27006840000001
Cabarrus County,NC,111.09568119999999
Alexander County,NC,111.0208503
Gaines County,TX,110.9877913
Waushara County,WI,110.9786674
Benton County,OR,110.8660253
St. Lawrence County,NY,110.75087309999999
Martin County,KY,110.6981893
Buffalo County,NE,110.6633537
Parmer County,TX,110.3863522
Dawes County,NE,110.03521129999999
Rice County,KS,109.87913300000001
Frederick County,VA,109.445517
Madison County,NC,109.40919040000001
Scott County,MN,109.3039524
Sac County,IA,109.224506
Tripp County,SD,109.1305929
Sweet Grass County,MT,109.02153179999999
Waupaca County,WI,109.0178828
Cheboygan County,MI,108.83930649999999
Cedar County,IA,108.7370195
Sherburne County,MN,108.69806340000001
Wadena County,MN,108.6641553
Kendall County,TX,108.563258
Phelps County,NE,108.54227720000002
Gove County,KS,108.3423619
Franklin County,VA,108.28082009999999
Washington County,IN,107.9913607
Westmoreland County,VA,107.8809902
Watonwan County,MN,107.74894499999999
Logan County,OH,107.7372969
Brewster County,TX,107.68899420000001
Turner County,SD,107.64262649999999
Poquoson city,VA,107.4025116
Whitman County,WA,107.36525659999998
Clarke County,IA,107.23860590000001
Barnes County,ND,107.23860590000001
Gogebic County,MI,106.8107565
Clinton County,NY,106.6294077
Jackson County,WI,106.5684945
Coos County,NH,106.2599619
Gallatin County,KY,106.2072221
Cheyenne County,CO,105.8201058
Grayson County,VA,105.5339358
Vinton County,OH,105.45344979999999
Clay County,MO,105.43534380000001
Brooke County,WV,105.32080719999999
Hoke County,NC,105.21803519999999
Alleghany County,VA,105.1915104
Portage County,WI,105.1435067
Porter County,IN,105.0691355
Delta County,CO,104.9765443
Effingham County,IL,104.93485290000001
Lynn County,TX,104.8401188
McHenry County,IL,104.7464453
Madison County,MO,104.57726650000001
Wayne County,MO,104.4464339
Ocean County,NJ,104.21416009999999
Bristol Bay Borough,AK,104.16666670000001
Clackamas County,OR,104.0531804
Saline County,NE,104.05105440000001
Albemarle County,VA,103.88349509999999
Gilmer County,WV,103.7822878
Republic County,KS,103.73443979999999
Lincoln County,MS,103.4185579
LaSalle County,IL,103.40247629999999
Lafayette County,MO,103.20857240000001
Ashe County,NC,103.12695670000001
Lincoln County,MN,102.915952
Chouteau County,MT,102.5816379
Monroe County,MO,102.5757921
Hodgeman County,KS,102.5641026
Bucks County,PA,102.396264
Tipton County,IN,102.23642170000001
Wythe County,VA,102.2355507
Rockwall County,TX,102.0587718
Monroe County,WI,101.5497373
Nelson County,VA,101.42673609999999
Boundary County,ID,101.3544642
Stevens County,WA,101.31245679999999
Sioux County,IA,101.3112571
Wilson County,TX,101.2814303
Greene County,VA,101.0423314
Bonner County,ID,100.7395759
Platte County,MO,100.73947059999999
Otter Tail County,MN,100.72767059999998
Fayette County,TX,100.7211635
Barron County,WI,100.7093441
Trego County,KS,100.67114090000001
Carroll County,KY,100.4291062
Randolph County,IL,100.33444820000001
Grant County,MN,100.18367009999999
Chase County,NE,100.0
Wyoming County,PA,99.98928686
Red Willow County,NE,99.94548428
Gray County,KS,99.85022466
Castro County,TX,99.626401
Norton city,VA,99.57679861
James City County,VA,99.26825118
Logan County,OK,99.05002026
Douglas County,WA,98.80671886
Franklin County,NY,98.6689367
Stephenson County,IL,98.41677364
Pickett County,TN,98.23182711
King and Queen County,VA,98.17671809
Hendricks County,IN,98.12904945
Martin County,MN,97.93360102
Centre County,PA,97.81020958
Lee County,IL,97.53858512
Texas County,MO,97.51911375
Pembina County,ND,97.47945969
Scott County,VA,97.17314488
Fulton County,NY,97.09449309
Armstrong County,PA,96.90633856
Choctaw County,AL,96.82705199
Rosebud County,MT,96.47336263
Perry County,KY,96.39414495
Grayson County,KY,96.16494211
Henry County,OH,96.11277232
Mellette County,SD,96.10764056
Adair County,KY,96.09224856
Pendleton County,KY,96.08785175
Todd County,KY,95.97696553
Camas County,ID,95.96928983
Apache County,AZ,95.92126116
Doddridge County,WV,95.87727709
Worth County,MO,95.69377990000001
Warren County,VA,95.60970568
Prairie County,AR,95.53379508
Craig County,OK,95.41984733
Coahoma County,MS,95.30617107
Oldham County,TX,95.14747859
Gloucester County,VA,95.0209046
Montgomery County,MS,94.75978395
Gallia County,OH,94.70624735
Cass County,NE,94.64842055
DuPage County,IL,94.62240083
Ashtabula County,OH,94.17799641
Schuyler County,IL,94.0354648
Allen Parish,LA,93.98128206
Sheridan County,WY,93.88412017
Nicollet County,MN,93.84838944
Sharp County,AR,93.84714646
Franklin County,TX,93.80863039
Mercer County,KY,93.68120287
Clay County,KY,93.61542782
Atoka County,OK,93.53863865
Preble County,OH,93.45346497
Jackson County,SD,93.28358209
Bergen County,NJ,93.26422631
Steele County,MN,93.24009324
Attala County,MS,93.18217114
Mercer County,ND,93.10986965
Douglas County,MN,93.03598303
Crawford County,PA,92.70280168
Madison County,MS,92.61841214
Greenbrier County,WV,92.58220177
King George County,VA,92.27312846
Hubbard County,MN,91.97405364
Presque Isle County,MI,91.86954525
Kearney County,NE,91.63103238
Cherokee County,GA,91.51244303
Edmonson County,KY,91.19548997
Yancey County,NC,91.08505067
Clay County,AR,90.89728607
Madison County,MT,90.76763485
Davis County,UT,90.65676479999999
Penobscot County,ME,90.63404709999999
Dodge County,NE,90.37381898
Northumberland County,VA,90.16393443
Effingham County,GA,89.98090201
Mathews County,VA,89.91794987
Jefferson County,OR,89.85575786
Marion County,KY,89.7979546
Rockbridge County,VA,89.65795490000001
Washington County,WI,89.64961315
Leon County,TX,89.59503046
Real County,TX,89.55223881
Orange County,VA,89.36550492
Jefferson County,IA,89.23259964
Cheyenne County,NE,89.18838569
Laurel County,KY,88.98141464
Norton County,KS,88.93632159
Shawano County,WI,88.85046707
Falls Church city,VA,88.83624519
Jeff Davis County,TX,88.77052818
Giles County,VA,88.62629247
Jackson County,OH,88.46048257
Livingston County,MI,88.37418606
Defiance County,OH,88.23834735
Morgan County,CO,88.01577243
Botetourt County,VA,87.87346221
Hamilton County,NE,87.79631255
Fall River County,SD,87.73212458
Fairfax city,VA,87.59854837
Lincoln County,WA,87.37015824
Dickens County,TX,87.29812309
Morgan County,OH,87.22490607
Traverse County,MN,87.08272859
Carroll County,VA,87.00599003
King William County,VA,86.97272784
Hughes County,OK,86.81183535
Wood County,OH,86.64438668
Union County,KY,86.49943443
Champaign County,OH,86.17412242
Keith County,NE,86.10086101
Butler County,KY,85.98452279
Prince George County,VA,85.89912222
Richland County,ND,85.68455842
Bledsoe County,TN,85.66311035
Livingston County,KY,85.47921787
Forsyth County,GA,85.46352447
Meigs County,OH,85.12087164
Houston County,MN,85.11091015
Madison County,NE,85.0388344
Athens County,OH,85.03269894
Livingston County,NY,85.00115911
Warren County,OH,84.86601664
Kossuth County,IA,84.8508583
Allamakee County,IA,84.69193309
Stark County,IL,84.64533604
Ripley County,IN,84.45054365
Loudoun County,VA,84.36308729
Aroostook County,ME,84.21954179
Charles City County,VA,84.15147265
Bear Lake County,ID,84.13259297
McLean County,ND,84.06010297
Jones County,GA,84.00714061
Dickenson County,VA,83.94679065
Potter County,SD,83.54218881
Crook County,WY,83.51893096
Medina County,OH,83.46911357
Union County,GA,83.46471297
Crosby County,TX,83.45852112
Madison County,VA,83.33333333
Bristol County,RI,83.29947176
Carson County,TX,83.19467554
Madison County,OH,83.18506366
Rankin County,MS,83.12495316
Douglas County,CO,83.01657390000001
Tompkins County,NY,82.99796365
Portage County,OH,82.99666793
Nance County,NE,82.80430582
Ottawa County,KS,82.75405495
Teton County,MT,82.44023083
Rush County,IN,82.33356857
Sterling County,TX,82.03445447
Winona County,MN,81.98001249
San Juan County,WA,81.88976378
Fauquier County,VA,81.83671344
Pepin County,WI,81.52173913
Madison County,NY,81.51197812
Cleveland County,AR,81.46165484
Sanpete County,UT,81.45341219
Becker County,MN,81.24943577
Kimball County,NE,81.03727715
Middlesex County,CT,80.93644677
Harlan County,KY,80.70458613
Curry County,OR,80.57657012
Pike County,AR,80.52250157
Pike County,MO,80.34709947
Andrew County,MO,80.25222127
Rappahannock County,VA,80.23535705
Blackford County,IN,80.12178511
Madison County,ID,80.10680908
Warren County,NJ,80.09014798
Fulton County,OH,80.02259462
Chisago County,MN,79.98363126
Glasscock County,TX,79.93605116
Lamoille County,VT,79.78617306
Fairfax County,VA,79.75779097
Price County,WI,79.69859441
Yates County,NY,79.50389569
Crawford County,OH,79.42440665
Elk County,PA,79.41802471
Harding County,SD,79.23930269
Clearwater County,MN,79.20343969
Gillespie County,TX,78.8736838
Hancock County,GA,78.83770695
Clayton County,IA,78.77116975
Martin County,IN,78.74015748
Lawrence County,IL,78.51189757
Ralls County,MO,78.49293564
Fayette County,GA,78.43861025
Clermont County,OH,78.41452816
Bosque County,TX,78.40940913
Polk County,NC,78.38910391
San Miguel County,CO,78.14535035
Newton County,IN,78.08617875
Franklin County,ID,77.79679477
Stone County,MS,77.70870337
Greeley County,KS,77.51937985
Cottonwood County,MN,77.47933884
Roseau County,MN,77.31958763
Van Wert County,OH,77.304192
Meade County,SD,77.20020587
Thayer County,NE,77.08614377
Rooks County,KS,77.07129094
Dodge County,WI,76.97183736
Forest County,WI,76.70392286
Hancock County,ME,76.57945118
Hancock County,WV,75.93014427
Rockingham County,VA,75.89302942
Knox County,ME,75.85335019
Winnebago County,IA,75.80064431
Knox County,KY,75.49543882
Cumberland County,PA,75.45229922
Delaware County,OH,75.14366496
Beaverhead County,MT,74.93844342
Sutton County,TX,74.8876685
Montmorency County,MI,74.86631016
Guthrie County,IA,74.85730327
Buena Vista city,VA,74.85029940000001
Monroe County,MS,74.75910954
Clay County,IN,74.61851285
Benzie County,MI,74.59260959
Emery County,UT,74.42552796
Bottineau County,ND,74.22802850000001
Wahkiakum County,WA,74.22068283
Custer County,NE,74.12898443
Harrison County,IN,74.04948548
Goochland County,VA,73.98501803
Fulton County,IN,73.35322021
Scotts Bluff County,NE,73.27399045
Pope County,MN,73.17965606
Morrison County,MN,73.01046483
Tallahatchie County,MS,72.93946025
Green County,WI,72.79590186
Wayne County,KY,72.54086469
Daviess County,MO,72.34145165
McCreary County,KY,72.26638501
Wayne County,OH,72.12938099
Lancaster County,VA,71.76175099
Door County,WI,71.69486665
Green County,KY,71.55635063
Utah County,UT,71.39090871
Morrow County,OH,71.36128793
Union County,PA,71.32190697
O'Brien County,IA,71.20478496
Nicholas County,KY,71.03281716
Platte County,NE,70.75834487
Murray County,MN,70.31524669
Morris County,NJ,70.28476342
Lewis County,NY,69.98416148
Weston County,WY,69.85191394
Clatsop County,OR,69.80990227
Hocking County,OH,69.77149834
Hitchcock County,NE,69.63788301
Deuel County,SD,69.44444444
Knox County,OH,69.06758757
Yellow Medicine County,MN,69.01311249
Iroquois County,IL,69.00835001
Yuma County,CO,68.95872328
Lee County,KY,68.87052342
Schuyler County,MO,68.83891693
St. Croix County,WI,68.66053765
Juniata County,PA,68.6369509
DeKalb County,IN,68.54657622
Washington County,OH,68.5043223
Perkins County,NE,68.46970216
LaGrange County,IN,68.42825561
Saratoga County,NY,68.34476135
Davis County,IA,68.25162098
Johnson County,KY,68.23318692
Audubon County,IA,68.10829218
Nuckolls County,NE,67.98096533
Washington County,MN,67.72018183
Trempealeau County,WI,67.60868095
Adams County,OH,67.60362925
Ascension Parish,LA,67.31181104
Moultrie County,IL,67.22237161
Hamlin County,SD,67.10283509
Pendleton County,WV,66.92544505
Adair County,IA,66.91648822
Jefferson County,ID,66.87969087
Litchfield County,CT,66.87209775
Somerset County,NJ,66.85118805
Tishomingo County,MS,66.5676686
Woods County,OK,66.36434023
Houghton County,MI,66.25258799
Ashland County,OH,65.9842015
Marquette County,WI,65.89351608
Osage County,MO,65.75102279
Grundy County,IL,65.70040615
Clay County,GA,65.68144499
Tioga County,NY,65.68079135
Hot Spring County,AR,65.67164179
Hancock County,IN,65.66538596
Fluvanna County,VA,65.44250683
Holmes County,MS,65.11829824
Meade County,KY,65.04621705
Middlesex County,VA,65.04367218
Grundy County,IA,64.96670456
Chickasaw County,IA,64.92979466
Miami County,OH,64.77247460000001
Carroll County,IN,64.72169670000001
Matanuska-Susitna Borough,AK,64.08101521
Harrison County,OH,64.01229036
Rowan County,KY,63.75653504
Moore County,TN,63.48198699
Pike County,OH,63.45401347
Lee County,MS,63.27630654
Hickman County,KY,63.22444679
Wright County,MN,63.04973924
Carver County,MN,62.78646324
Tattnall County,GA,62.68118781
Throckmorton County,TX,62.5
Casey County,KY,62.23937263
Windham County,CT,62.07271862
Amite County,MS,62.02031165
Newton County,AR,62.00396825
Antelope County,NE,61.95786865
Waukesha County,WI,61.95362111
Pike County,GA,61.81164307
Dubois County,IN,61.37721017
Washington County,RI,60.98575151
Scotland County,MO,60.96321886
De Witt County,IL,60.90133983
Burt County,NE,60.84575601
McDuffie County,GA,60.28286575
Hudspeth County,TX,60.27727547
Webster County,MS,60.07810153
Lincoln County,WY,59.89980396
Breckinridge County,KY,59.88023952
Addison County,VT,59.79723302
Schoharie County,NY,59.66587112
Treutlen County,GA,59.59475566
Ringgold County,IA,59.14826498
Garrard County,KY,59.11912504
Lewis County,MO,59.10165485
Washakie County,WY,59.08070424
Custer County,SD,59.04581956
Cumberland County,KY,58.918839299999995
Brunswick County,VA,58.91710364
Noble County,IN,58.86062645
Orange County,VT,58.79301401
Hanson County,SD,58.73715125
Woodford County,IL,58.56440812
McCone County,MT,58.51375073
Jackson County,MN,58.47953216
Teton County,ID,58.39416058
Johnson County,NE,58.32037325
Parke County,IN,58.13277526
Green Lake County,WI,58.01993776
Juab County,UT,57.98221879
Floyd County,VA,57.95981453
Somervell County,TX,57.75005775
Sussex County,NJ,57.53739931
Sagadahoc County,ME,57.12164053
Hancock County,MS,57.06008866
