year,variable,value,zip code
2017,percent_bachelors_degree_or_higher,16.4,45335
2017,percent_bachelors_degree_or_higher,17,41751
2017,percent_bachelors_degree_or_higher,17.1,35611
2017,percent_bachelors_degree_or_higher,13.1,60827
2017,percent_bachelors_degree_or_higher,14.7,49070
2017,percent_bachelors_degree_or_higher,23,81401
2017,percent_bachelors_degree_or_higher,21.6,30161
2017,percent_bachelors_degree_or_higher,47.6,07719
2017,percent_bachelors_degree_or_higher,67,60622
2017,percent_bachelors_degree_or_higher,46.9,10591
2017,percent_bachelors_degree_or_higher,10.4,67448
2017,percent_bachelors_degree_or_higher,5.3,13863
2017,percent_bachelors_degree_or_higher,16,55780
2017,percent_bachelors_degree_or_higher,36.7,93962
2017,percent_bachelors_degree_or_higher,28.4,04623
2017,percent_bachelors_degree_or_higher,22.1,29078
2017,percent_bachelors_degree_or_higher,20.9,48179
2017,percent_bachelors_degree_or_higher,14.3,73859
2017,percent_bachelors_degree_or_higher,39.4,74135
2017,percent_bachelors_degree_or_higher,7,78368
2017,percent_bachelors_degree_or_higher,4.4,79013
2017,percent_bachelors_degree_or_higher,30.9,57002
2017,percent_bachelors_degree_or_higher,53.8,01062
2017,percent_bachelors_degree_or_higher,10.1,82430
2017,percent_bachelors_degree_or_higher,54.6,20136
2017,percent_bachelors_degree_or_higher,10.7,65567
2017,percent_bachelors_degree_or_higher,12.9,46785
2017,percent_bachelors_degree_or_higher,24.6,01094
2017,percent_bachelors_degree_or_higher,25.6,62828
2017,percent_bachelors_degree_or_higher,34.3,72719
2017,percent_bachelors_degree_or_higher,17,83540
2017,percent_bachelors_degree_or_higher,13.2,31036
2017,percent_bachelors_degree_or_higher,0,96010
2017,percent_bachelors_degree_or_higher,12.2,39366
2017,percent_bachelors_degree_or_higher,20.3,48003
2017,percent_bachelors_degree_or_higher,17.9,98613
2017,percent_bachelors_degree_or_higher,82.7,03750
2017,percent_bachelors_degree_or_higher,23.6,56157
2017,percent_bachelors_degree_or_higher,6.1,35481
2017,percent_bachelors_degree_or_higher,8.1,25810
2017,percent_bachelors_degree_or_higher,26.7,72311
2017,percent_bachelors_degree_or_higher,2.5,12482
2017,percent_bachelors_degree_or_higher,15.6,59918
2017,percent_bachelors_degree_or_higher,16,93657
2017,percent_bachelors_degree_or_higher,7.1,87753
2017,percent_bachelors_degree_or_higher,64.5,29409
2017,percent_bachelors_degree_or_higher,24.5,79530
2017,percent_bachelors_degree_or_higher,14.4,45381
2017,percent_bachelors_degree_or_higher,16.8,52655
2017,percent_bachelors_degree_or_higher,23.8,84017
2017,percent_bachelors_degree_or_higher,26,33774
2017,percent_bachelors_degree_or_higher,62.4,03861
2017,percent_bachelors_degree_or_higher,0.4,64726
2017,percent_bachelors_degree_or_higher,19.9,78659
2017,percent_bachelors_degree_or_higher,13.5,40456
2017,percent_bachelors_degree_or_higher,18.2,12458
2017,percent_bachelors_degree_or_higher,14.9,76501
2017,percent_bachelors_degree_or_higher,15.5,98220
2017,percent_bachelors_degree_or_higher,22.2,52573
2017,percent_bachelors_degree_or_higher,31.3,19330
2017,percent_bachelors_degree_or_higher,21.6,30236
2017,percent_bachelors_degree_or_higher,50.2,19474
2017,percent_bachelors_degree_or_higher,19.3,83813
2017,percent_bachelors_degree_or_higher,6.8,26865
2017,percent_bachelors_degree_or_higher,21.3,27546
2017,percent_bachelors_degree_or_higher,21.8,14058
2017,percent_bachelors_degree_or_higher,30.2,32970
2017,percent_bachelors_degree_or_higher,19.6,72024
2017,percent_bachelors_degree_or_higher,47.4,95494
2017,percent_bachelors_degree_or_higher,5.4,98813
2017,percent_bachelors_degree_or_higher,31.2,60002
2017,percent_bachelors_degree_or_higher,16.4,85638
2017,percent_bachelors_degree_or_higher,33.7,05342
2017,percent_bachelors_degree_or_higher,14.4,73622
2017,percent_bachelors_degree_or_higher,17.3,32114
2017,percent_bachelors_degree_or_higher,23.3,43522
2017,percent_bachelors_degree_or_higher,22.3,78109
2017,percent_bachelors_degree_or_higher,14.6,49548
2017,percent_bachelors_degree_or_higher,8,77535
2017,percent_bachelors_degree_or_higher,23.4,38764
2017,percent_bachelors_degree_or_higher,13.7,43609
2017,percent_bachelors_degree_or_higher,14,72039
2017,percent_bachelors_degree_or_higher,27.7,13625
2017,percent_bachelors_degree_or_higher,39.1,20623
2017,percent_bachelors_degree_or_higher,12.3,45767
2017,percent_bachelors_degree_or_higher,10.3,62824
2017,percent_bachelors_degree_or_higher,30.3,72739
2017,percent_bachelors_degree_or_higher,11.8,65013
2017,percent_bachelors_degree_or_higher,63.8,05070
2017,percent_bachelors_degree_or_higher,33.2,32615
2017,percent_bachelors_degree_or_higher,58.9,93109
2017,percent_bachelors_degree_or_higher,15.3,61437
2017,percent_bachelors_degree_or_higher,17.8,84635
2017,percent_bachelors_degree_or_higher,10.8,79088
2017,percent_bachelors_degree_or_higher,40.5,01474
2017,percent_bachelors_degree_or_higher,35.4,84663
2017,percent_bachelors_degree_or_higher,17.8,88027
2017,percent_bachelors_degree_or_higher,7.2,41539
2017,percent_bachelors_degree_or_higher,11.6,84722
2017,percent_bachelors_degree_or_higher,25.4,66743
2017,percent_bachelors_degree_or_higher,31.7,37353
2017,percent_bachelors_degree_or_higher,8.6,75450
2017,percent_bachelors_degree_or_higher,30.2,66518
2017,percent_bachelors_degree_or_higher,20.9,27253
2017,percent_bachelors_degree_or_higher,31.6,87123
2017,percent_bachelors_degree_or_higher,66.9,75093
2017,percent_bachelors_degree_or_higher,31.6,95834
2017,percent_bachelors_degree_or_higher,10.2,51543
2017,percent_bachelors_degree_or_higher,4.1,36446
2017,percent_bachelors_degree_or_higher,27.5,59828
2017,percent_bachelors_degree_or_higher,22.8,55981
2017,percent_bachelors_degree_or_higher,20,68733
2017,percent_bachelors_degree_or_higher,27.4,49445
2017,percent_bachelors_degree_or_higher,13,43843
2017,percent_bachelors_degree_or_higher,34,49664
2017,percent_bachelors_degree_or_higher,18.2,54443
2017,percent_bachelors_degree_or_higher,35.8,56063
2017,percent_bachelors_degree_or_higher,24,11429
2017,percent_bachelors_degree_or_higher,9.3,28340
2017,percent_bachelors_degree_or_higher,8.1,47857
2017,percent_bachelors_degree_or_higher,31.2,30039
2017,percent_bachelors_degree_or_higher,14.2,66962
2017,percent_bachelors_degree_or_higher,28.7,85381
2017,percent_bachelors_degree_or_higher,80.6,22102
2017,percent_bachelors_degree_or_higher,53,19027
2017,percent_bachelors_degree_or_higher,29,85202
2017,percent_bachelors_degree_or_higher,12.3,16024
2017,percent_bachelors_degree_or_higher,10.7,81226
2017,percent_bachelors_degree_or_higher,10.5,61285
2017,percent_bachelors_degree_or_higher,20.4,00729
2017,percent_bachelors_degree_or_higher,26.7,58267
2017,percent_bachelors_degree_or_higher,8,90040
2017,percent_bachelors_degree_or_higher,41.5,32708
2017,percent_bachelors_degree_or_higher,54.1,06517
2017,percent_bachelors_degree_or_higher,19.8,52641
2017,percent_bachelors_degree_or_higher,25.5,58722
2017,percent_bachelors_degree_or_higher,9.8,79714
2017,percent_bachelors_degree_or_higher,12.3,61931
2017,percent_bachelors_degree_or_higher,30.4,31406
2017,percent_bachelors_degree_or_higher,21.1,15958
2017,percent_bachelors_degree_or_higher,23,48092
2017,percent_bachelors_degree_or_higher,17.8,57036
2017,percent_bachelors_degree_or_higher,62.6,27612
2017,percent_bachelors_degree_or_higher,18.8,10467
2017,percent_bachelors_degree_or_higher,11.7,43077
2017,percent_bachelors_degree_or_higher,0,87512
2017,percent_bachelors_degree_or_higher,26.7,54854
2017,percent_bachelors_degree_or_higher,8.5,28456
2017,percent_bachelors_degree_or_higher,53.5,60190
2017,percent_bachelors_degree_or_higher,30.3,22611
2017,percent_bachelors_degree_or_higher,7.9,06380
2017,percent_bachelors_degree_or_higher,31.4,84314
2017,percent_bachelors_degree_or_higher,15.1,37853
2017,percent_bachelors_degree_or_higher,10.7,37658
2017,percent_bachelors_degree_or_higher,7.9,70740
2017,percent_bachelors_degree_or_higher,16.6,14836
2017,percent_bachelors_degree_or_higher,11.4,35234
2017,percent_bachelors_degree_or_higher,13.1,37184
2017,percent_bachelors_degree_or_higher,35.1,23025
2017,percent_bachelors_degree_or_higher,21.5,14476
2017,percent_bachelors_degree_or_higher,23.1,45761
2017,percent_bachelors_degree_or_higher,21.2,45042
2017,percent_bachelors_degree_or_higher,32.2,50567
2017,percent_bachelors_degree_or_higher,28.7,78130
2017,percent_bachelors_degree_or_higher,21,29712
2017,percent_bachelors_degree_or_higher,19.3,48460
2017,percent_bachelors_degree_or_higher,44.4,23510
2017,percent_bachelors_degree_or_higher,31.8,13492
2017,percent_bachelors_degree_or_higher,20.5,00777
2017,percent_bachelors_degree_or_higher,13.4,97350
2017,percent_bachelors_degree_or_higher,21.3,66970
2017,percent_bachelors_degree_or_higher,12.8,10457
2017,percent_bachelors_degree_or_higher,15.7,46394
2017,percent_bachelors_degree_or_higher,50.3,59061
2017,percent_bachelors_degree_or_higher,42.9,02169
2017,percent_bachelors_degree_or_higher,48.8,11702
2017,percent_bachelors_degree_or_higher,5.7,15542
2017,percent_bachelors_degree_or_higher,10.5,71067
2017,percent_bachelors_degree_or_higher,15.2,24067
2017,percent_bachelors_degree_or_higher,8,73841
2017,percent_bachelors_degree_or_higher,4.8,98829
2017,percent_bachelors_degree_or_higher,21.5,21917
2017,percent_bachelors_degree_or_higher,62.6,07640
2017,percent_bachelors_degree_or_higher,18.7,15560
2017,percent_bachelors_degree_or_higher,11,29826
2017,percent_bachelors_degree_or_higher,32.6,23062
2017,percent_bachelors_degree_or_higher,31.9,12440
2017,percent_bachelors_degree_or_higher,0,80434
2017,percent_bachelors_degree_or_higher,27.7,80642
2017,percent_bachelors_degree_or_higher,23.7,79414
2017,percent_bachelors_degree_or_higher,42.1,80215
2017,percent_bachelors_degree_or_higher,57.1,98027
2017,percent_bachelors_degree_or_higher,15.7,00631
2017,percent_bachelors_degree_or_higher,48.2,62902
2017,percent_bachelors_degree_or_higher,22.1,19979
2017,percent_bachelors_degree_or_higher,13.7,67132
2017,percent_bachelors_degree_or_higher,30.5,53560
2017,percent_bachelors_degree_or_higher,"-666,666,666",12007
2017,percent_bachelors_degree_or_higher,17.8,79504
2017,percent_bachelors_degree_or_higher,30.4,73753
2017,percent_bachelors_degree_or_higher,21.2,56265
2017,percent_bachelors_degree_or_higher,40.1,95119
2017,percent_bachelors_degree_or_higher,24.5,03240
2017,percent_bachelors_degree_or_higher,7,65464
2017,percent_bachelors_degree_or_higher,23.3,51008
2017,percent_bachelors_degree_or_higher,"-666,666,666",43733
2017,percent_bachelors_degree_or_higher,12.2,13783
2017,percent_bachelors_degree_or_higher,13.9,76869
2017,percent_bachelors_degree_or_higher,24.4,59101
2017,percent_bachelors_degree_or_higher,6.4,71229
2017,percent_bachelors_degree_or_higher,6.8,60933
2017,percent_bachelors_degree_or_higher,8.8,27839
2017,percent_bachelors_degree_or_higher,0,56046
2017,percent_bachelors_degree_or_higher,13.4,67057
2017,percent_bachelors_degree_or_higher,21.5,15540
2017,percent_bachelors_degree_or_higher,25.7,25442
2017,percent_bachelors_degree_or_higher,9.4,48811
2017,percent_bachelors_degree_or_higher,27.7,70065
2017,percent_bachelors_degree_or_higher,18.9,56277
2017,percent_bachelors_degree_or_higher,14,83539
2017,percent_bachelors_degree_or_higher,9.1,78224
2017,percent_bachelors_degree_or_higher,13,99136
2017,percent_bachelors_degree_or_higher,10.5,31781
2017,percent_bachelors_degree_or_higher,13,75476
2017,percent_bachelors_degree_or_higher,0,15316
2017,percent_bachelors_degree_or_higher,14.5,61488
2017,percent_bachelors_degree_or_higher,16.7,01344
2017,percent_bachelors_degree_or_higher,6.3,58317
2017,percent_bachelors_degree_or_higher,13,46702
2017,percent_bachelors_degree_or_higher,12.1,29453
2017,percent_bachelors_degree_or_higher,17,69357
2017,percent_bachelors_degree_or_higher,14,40055
2017,percent_bachelors_degree_or_higher,12,70041
2017,percent_bachelors_degree_or_higher,12.5,49961
2017,percent_bachelors_degree_or_higher,9.5,05901
2017,percent_bachelors_degree_or_higher,35.8,28445
2017,percent_bachelors_degree_or_higher,21.7,83202
2017,percent_bachelors_degree_or_higher,28.1,75235
2017,percent_bachelors_degree_or_higher,12.9,54437
2017,percent_bachelors_degree_or_higher,23.6,27948
2017,percent_bachelors_degree_or_higher,20.9,56231
2017,percent_bachelors_degree_or_higher,16.6,56315
2017,percent_bachelors_degree_or_higher,25.1,73061
2017,percent_bachelors_degree_or_higher,32.7,29118
2017,percent_bachelors_degree_or_higher,100,36454
2017,percent_bachelors_degree_or_higher,17.5,54154
2017,percent_bachelors_degree_or_higher,22.2,59039
2017,percent_bachelors_degree_or_higher,30.4,42122
2017,percent_bachelors_degree_or_higher,62.8,05465
2017,percent_bachelors_degree_or_higher,41.2,32303
2017,percent_bachelors_degree_or_higher,30.5,65583
2017,percent_bachelors_degree_or_higher,12.9,57322
2017,percent_bachelors_degree_or_higher,22.9,97444
2017,percent_bachelors_degree_or_higher,13.6,71354
2017,percent_bachelors_degree_or_higher,0,43463
2017,percent_bachelors_degree_or_higher,63.9,06426
2017,percent_bachelors_degree_or_higher,10.4,68872
2017,percent_bachelors_degree_or_higher,16.8,99655
2017,percent_bachelors_degree_or_higher,12.1,72153
2017,percent_bachelors_degree_or_higher,8.4,12998
2017,percent_bachelors_degree_or_higher,7,63465
2017,percent_bachelors_degree_or_higher,100,87347
2017,percent_bachelors_degree_or_higher,23.1,94571
2017,percent_bachelors_degree_or_higher,40.4,76021
2017,percent_bachelors_degree_or_higher,0,28039
2017,percent_bachelors_degree_or_higher,2,66780
2017,percent_bachelors_degree_or_higher,22.9,66416
2017,percent_bachelors_degree_or_higher,25.7,28790
2017,percent_bachelors_degree_or_higher,21.9,39437
2017,percent_bachelors_degree_or_higher,27.2,51630
2017,percent_bachelors_degree_or_higher,11.3,73011
2017,percent_bachelors_degree_or_higher,28,83704
2017,percent_bachelors_degree_or_higher,33.3,71106
2017,percent_bachelors_degree_or_higher,10.9,28114
2017,percent_bachelors_degree_or_higher,16.4,54923
2017,percent_bachelors_degree_or_higher,5.7,14614
2017,percent_bachelors_degree_or_higher,14.5,25086
2017,percent_bachelors_degree_or_higher,17.3,51448
2017,percent_bachelors_degree_or_higher,24,17355
2017,percent_bachelors_degree_or_higher,22.2,44882
2017,percent_bachelors_degree_or_higher,17.9,58052
2017,percent_bachelors_degree_or_higher,11.3,00772
2017,percent_bachelors_degree_or_higher,13.1,87357
2017,percent_bachelors_degree_or_higher,28.4,15731
2017,percent_bachelors_degree_or_higher,27.6,27301
2017,percent_bachelors_degree_or_higher,61.7,77494
2017,percent_bachelors_degree_or_higher,19.3,76078
2017,percent_bachelors_degree_or_higher,26.8,83857
2017,percent_bachelors_degree_or_higher,7.8,76704
2017,percent_bachelors_degree_or_higher,14.5,49091
2017,percent_bachelors_degree_or_higher,36.1,54849
2017,percent_bachelors_degree_or_higher,10.5,41039
2017,percent_bachelors_degree_or_higher,58.1,55305
2017,percent_bachelors_degree_or_higher,7.3,26136
2017,percent_bachelors_degree_or_higher,17.2,05652
2017,percent_bachelors_degree_or_higher,12.5,65016
2017,percent_bachelors_degree_or_higher,9.6,57552
2017,percent_bachelors_degree_or_higher,20.2,14784
2017,percent_bachelors_degree_or_higher,0,89426
2017,percent_bachelors_degree_or_higher,15.3,58497
2017,percent_bachelors_degree_or_higher,29,45014
2017,percent_bachelors_degree_or_higher,35.4,57501
2017,percent_bachelors_degree_or_higher,16.8,05086
2017,percent_bachelors_degree_or_higher,35.1,98814
2017,percent_bachelors_degree_or_higher,7.6,65282
2017,percent_bachelors_degree_or_higher,4.1,62431
2017,percent_bachelors_degree_or_higher,3.1,61539
2017,percent_bachelors_degree_or_higher,46.9,21754
2017,percent_bachelors_degree_or_higher,41.7,90808
2017,percent_bachelors_degree_or_higher,25.2,98361
2017,percent_bachelors_degree_or_higher,44.4,02770
2017,percent_bachelors_degree_or_higher,25.1,97128
2017,percent_bachelors_degree_or_higher,6.5,27869
2017,percent_bachelors_degree_or_higher,14.7,74447
2017,percent_bachelors_degree_or_higher,14.2,99139
2017,percent_bachelors_degree_or_higher,5,41571
2017,percent_bachelors_degree_or_higher,37,59451
2017,percent_bachelors_degree_or_higher,19.3,07026
2017,percent_bachelors_degree_or_higher,18.3,15480
2017,percent_bachelors_degree_or_higher,33.3,12577
2017,percent_bachelors_degree_or_higher,30.5,94503
2017,percent_bachelors_degree_or_higher,23.6,68730
2017,percent_bachelors_degree_or_higher,14.1,75925
2017,percent_bachelors_degree_or_higher,6.3,67478
2017,percent_bachelors_degree_or_higher,66.1,21209
2017,percent_bachelors_degree_or_higher,14.5,52738
2017,percent_bachelors_degree_or_higher,38,95006
2017,percent_bachelors_degree_or_higher,15.1,76082
2017,percent_bachelors_degree_or_higher,18.9,73942
2017,percent_bachelors_degree_or_higher,31.9,08071
2017,percent_bachelors_degree_or_higher,32.2,49870
2017,percent_bachelors_degree_or_higher,14,81036
2017,percent_bachelors_degree_or_higher,23.4,67647
2017,percent_bachelors_degree_or_higher,16.9,52581
2017,percent_bachelors_degree_or_higher,26.6,67871
2017,percent_bachelors_degree_or_higher,40.1,46590
2017,percent_bachelors_degree_or_higher,12.9,65050
2017,percent_bachelors_degree_or_higher,47.9,08802
